file,src,size_bytes,load_ok,load_error,n_literals_sanitized,n_classes,n_obj_props,n_data_props,n_annotations,WMCOnto,NOMOnto,DITM,NACOnto,CBOnto,TMOnto,LCOMOnto,ANOnto,INROnto,RROnto,AROnto,consistent,n_unsatisfiable,n_inferred_classes,reasoner_seconds,reasoner_error,score_structural,score_modularity,score_reusability,score_operability,score_reliability,oquare_global,experiment,db,model,variant,run,eval_seconds
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o/ontology_run2.ttl,9212,1,,0,11,7,26,0,3.0,3.0,2,1.2727272727272727,0.7272727272727273,0.0,8,0.0,0.2727272727272727,0.6363636363636364,0.21212121212121213,True,0,11,0.28,,5.0,3.5,2.67,3.5,5,3.93,E4,FANTOM5,gpt-4o,raw,2,0.29
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o/ontology_run3.ttl,7278,1,,0,14,11,8,0,1.3571428571428572,1.3571428571428572,2,1.2142857142857142,0.7857142857142857,0.0,11,0.0,0.21428571428571427,0.7857142857142857,0.5789473684210527,True,0,14,0.28,,5.0,3.0,2.67,4.0,5,3.93,E4,FANTOM5,gpt-4o,raw,3,0.29
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o/ontology_run1.ttl,9895,1,,0,12,8,28,0,3.0,3.0,2,1.25,0.75,0.0,9,0.0,0.25,0.6666666666666666,0.2222222222222222,True,0,12,0.29,,5.0,3.0,2.67,3.5,5,3.83,E4,dbSUPER,gpt-4o,raw,1,0.3
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o/ontology_run2.ttl,9148,1,,0,8,5,30,0,4.375,4.375,2,1.25,0.75,0.0,6,0.0,0.25,0.625,0.14285714285714285,True,0,8,0.29,,5.0,3.5,2.67,3.0,5,3.83,E4,dbSUPER,gpt-4o,raw,2,0.3
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o/ontology_run3.ttl,9127,1,,0,8,5,30,0,4.375,4.375,2,1.25,0.75,0.0,6,0.0,0.25,0.625,0.14285714285714285,True,0,8,0.27,,5.0,3.5,2.67,3.0,5,3.83,E4,dbSUPER,gpt-4o,raw,3,0.28
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/HACER/gpt-4o/ontology_run1.ttl,9118,1,,0,8,5,30,0,4.375,4.375,2,1.25,0.75,0.0,6,0.0,0.25,0.625,0.14285714285714285,True,0,8,0.26,,5.0,3.5,2.67,3.0,5,3.83,E4,HACER,gpt-4o,raw,1,0.27
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/HACER/gpt-4o/ontology_run2.ttl,9058,1,,0,8,5,30,0,4.375,4.375,2,1.25,0.75,0.0,6,0.0,0.25,0.625,0.14285714285714285,True,0,8,0.28,,5.0,3.5,2.67,3.0,5,3.83,E4,HACER,gpt-4o,raw,2,0.29
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/HACER/gpt-4o/ontology_run3.ttl,11297,1,,0,9,5,30,0,3.888888888888889,3.888888888888889,2,1.3333333333333333,0.6666666666666666,0.0,6,0.0,0.3333333333333333,0.5555555555555556,0.14285714285714285,True,0,9,0.3,,5.0,3.5,2.67,3.0,5,3.83,E4,HACER,gpt-4o,raw,3,0.31
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/DiseaseEnhancer/gpt-4o/ontology_run1.ttl,8267,1,,0,10,6,26,0,3.2,3.2,2,1.5,0.8,0.0,5,0.0,0.5,0.6,0.1875,True,0,10,0.28,,5.0,3.5,2.67,3.0,5,3.83,E4,DiseaseEnhancer,gpt-4o,raw,1,0.29
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/DiseaseEnhancer/gpt-4o/ontology_run2.ttl,9223,1,,0,8,5,30,0,4.375,4.375,2,1.25,0.75,0.0,6,0.0,0.25,0.625,0.14285714285714285,True,0,8,0.28,,5.0,3.5,2.67,3.0,5,3.83,E4,DiseaseEnhancer,gpt-4o,raw,2,0.29
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/DiseaseEnhancer/gpt-4o/ontology_run3.ttl,9175,1,,0,8,5,30,0,4.375,4.375,2,1.25,0.75,0.0,6,0.0,0.25,0.625,0.14285714285714285,True,0,8,0.27,,5.0,3.5,2.67,3.0,5,3.83,E4,DiseaseEnhancer,gpt-4o,raw,3,0.28
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/FANTOM5/gpt-4o_A_head/postprocessed/ontology_run1.ttl,3225,1,,0,1,0,12,0,12.0,12.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,True,0,1,0.27,,4.75,5.0,2.33,1.0,5,3.62,E1,FANTOM5,gpt-4o_A_head,postprocessed,1,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/dbSUPER/gpt-4o_A_head/postprocessed/ontology_run1.ttl,2639,1,,0,4,2,4,0,1.5,1.5,2,1.25,0.75,0.0,3,0.0,0.25,0.5,0.3333333333333333,True,0,4,0.25,,5.0,4.0,2.67,3.0,5,3.93,E1,dbSUPER,gpt-4o_A_head,postprocessed,1,0.25
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_A_head/ontology_run1.ttl,4578,1,,0,6,3,12,0,2.5,2.5,2,1.3333333333333333,0.6666666666666666,0.0,4,0.0,0.3333333333333333,0.5,0.2,True,0,6,0.27,,5.0,4.0,2.67,2.5,5,3.83,E4,FANTOM5,gpt-4o_A_head,raw,1,0.28
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_A_head/ontology_run2.ttl,4935,1,,0,7,4,12,0,2.2857142857142856,2.2857142857142856,2,1.2857142857142858,0.7142857142857143,0.0,5,0.0,0.2857142857142857,0.5714285714285714,0.25,True,0,7,0.26,,5.0,3.5,2.67,3.5,5,3.93,E4,FANTOM5,gpt-4o_A_head,raw,2,0.26
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_A_head/ontology_run3.ttl,5177,1,,0,3,3,12,0,5.0,5.0,2,1.6666666666666667,0.3333333333333333,0.0,1,0.0,0.6666666666666666,1.0,0.2,True,0,3,0.27,,5.0,5.0,3.0,3.5,5,4.3,E4,FANTOM5,gpt-4o_A_head,raw,3,0.28
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_A_head/ontology_run1.ttl,4081,1,,0,6,3,7,0,1.6666666666666667,1.6666666666666667,3,1.5,0.6666666666666666,0.0,4,0.0,0.3333333333333333,0.5,0.3,True,0,6,0.27,,5.0,4.0,2.67,3.0,5,3.93,E4,dbSUPER,gpt-4o_A_head,raw,1,0.28
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_A_head/ontology_run2.ttl,3816,1,,0,6,4,6,0,1.6666666666666667,1.6666666666666667,3,1.5,0.8333333333333334,0.0,4,0.0,0.3333333333333333,0.6666666666666666,0.4,True,0,6,0.27,,5.0,4.0,2.67,3.5,5,4.03,E4,dbSUPER,gpt-4o_A_head,raw,2,0.28
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_A_head/ontology_run3.ttl,4738,1,,0,5,4,7,0,2.2,2.2,1,1.0,1.0,0.0,5,0.0,0.0,0.8,0.36363636363636365,True,0,5,0.27,,5.0,3.5,2.33,3.5,5,3.87,E4,dbSUPER,gpt-4o_A_head,raw,3,0.28
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/FANTOM5/gpt-4o_B_random/postprocessed/ontology_run1.ttl,2184,1,,0,1,1,6,0,7.0,7.0,1,1.0,0.0,0.0,1,0.0,0.0,1.0,0.14285714285714285,True,0,1,0.26,,5.0,5.0,2.33,3.5,5,4.17,E1,FANTOM5,gpt-4o_B_random,postprocessed,1,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/dbSUPER/gpt-4o_B_random/postprocessed/ontology_run1.ttl,2318,1,,0,3,2,4,0,2.0,2.0,1,1.0,1.0,0.0,3,0.0,0.0,0.6666666666666666,0.3333333333333333,True,0,3,0.26,,5.0,4.0,2.33,3.5,5,3.97,E1,dbSUPER,gpt-4o_B_random,postprocessed,1,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_B_random/ontology_run1.ttl,5405,1,,0,3,4,12,0,5.333333333333333,5.333333333333333,2,1.6666666666666667,0.3333333333333333,0.0,1,0.0,0.6666666666666666,1.3333333333333333,0.25,True,0,3,0.26,,5.0,5.0,3.0,4.0,5,4.4,E4,FANTOM5,gpt-4o_B_random,raw,1,0.27
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_B_random/ontology_run2.ttl,5462,1,,0,3,4,12,0,5.333333333333333,5.333333333333333,2,1.6666666666666667,0.3333333333333333,0.0,1,0.0,0.6666666666666666,1.3333333333333333,0.25,True,0,3,0.28,,5.0,5.0,3.0,4.0,5,4.4,E4,FANTOM5,gpt-4o_B_random,raw,2,0.28
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_B_random/ontology_run3.ttl,5604,1,,0,6,3,12,0,2.5,2.5,2,1.3333333333333333,0.6666666666666666,0.0,4,0.0,0.3333333333333333,0.5,0.2,True,0,6,0.27,,5.0,4.0,2.67,2.5,5,3.83,E4,FANTOM5,gpt-4o_B_random,raw,3,0.28
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_B_random/ontology_run1.ttl,4741,1,,0,6,4,7,0,1.8333333333333333,1.8333333333333333,2,1.1666666666666667,0.8333333333333334,0.0,5,0.0,0.16666666666666666,0.6666666666666666,0.36363636363636365,True,0,6,0.26,,5.0,3.5,2.67,3.5,5,3.93,E4,dbSUPER,gpt-4o_B_random,raw,1,0.26
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_B_random/ontology_run2.ttl,4200,1,,0,6,4,7,0,1.8333333333333333,1.8333333333333333,3,1.5,0.8333333333333334,0.0,4,0.0,0.3333333333333333,0.6666666666666666,0.36363636363636365,True,0,6,0.27,,5.0,4.0,2.67,3.5,5,4.03,E4,dbSUPER,gpt-4o_B_random,raw,2,0.28
ontology_run3.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/dbSUPER/gpt-4o_B_random/ontology_run3.ttl,4912,1,,0,6,4,7,0,1.8333333333333333,1.8333333333333333,3,1.5,0.8333333333333334,0.0,4,0.0,0.3333333333333333,0.6666666666666666,0.36363636363636365,True,0,6,0.27,,5.0,4.0,2.67,3.5,5,4.03,E4,dbSUPER,gpt-4o_B_random,raw,3,0.28
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/FANTOM5/gpt-4o_C_stratified/postprocessed/ontology_run1.ttl,3534,1,,0,2,1,11,0,6.0,6.0,1,1.0,1.0,0.0,2,0.0,0.0,0.5,0.08333333333333333,True,0,2,0.26,,5.0,4.5,2.33,2.0,5,3.77,E1,FANTOM5,gpt-4o_C_stratified,postprocessed,1,0.27
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E1/dbSUPER/gpt-4o_C_stratified/postprocessed/ontology_run1.ttl,2297,1,,0,3,2,4,0,2.0,2.0,1,1.0,1.0,0.0,3,0.0,0.0,0.6666666666666666,0.3333333333333333,True,0,3,0.26,,5.0,4.0,2.33,3.5,5,3.97,E1,dbSUPER,gpt-4o_C_stratified,postprocessed,1,0.26
ontology_run1.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_C_stratified/ontology_run1.ttl,5375,1,,0,3,4,12,0,5.333333333333333,5.333333333333333,2,1.6666666666666667,0.3333333333333333,0.0,1,0.0,0.6666666666666666,1.3333333333333333,0.25,True,0,3,0.27,,5.0,5.0,3.0,4.0,5,4.4,E4,FANTOM5,gpt-4o_C_stratified,raw,1,0.28
ontology_run2.ttl,/Users/franciscosaez/Documents/Claude/Projects/TFM/results/E4/FANTOM5/gpt-4o_C_stratified/ontology_run2.ttl,6773,1,,0,8,6,12,0,2.25,2.25,2,1.875,0.75,0.0,1,0.0,0.875,0.75,0.3333333333333333,True,0,8,0.26,,5.0,5.0,3.0,3.5,5,4.3,E4,FANTOM5,gpt-4o_C_stratified,raw,2,0.27
