# Base de datos: FANTOM5
# Descripción: Enhancers activos identificados por CAGE-seq
# Fuente: https://fantom.gsc.riken.jp/5/
# Dimensiones totales: 96932 filas, 30 columnas
# Filas en esta muestra: 100
# Estrategia: B_random (aleatorio, semilla fija)

# MUESTRA DE DATOS (formato TSV):

crm_ID	orig_chr	orig_start	orig_end	orig_assembly	current_chr	current_start	current_end	current_assembly	minimum_ratio	score	original_ID	crossref	enh_PMID	biosample	enh_method	type	source	hgnc_symbol_target_genes	enh2gene_PMID	enh2gene_method	hgnc_symbol_TFs	TFs2enh_PMID	TFs2enh_method	disease	disease_PMID	disease_method	refsnp_ID	mutation_PMID	mutation_method
CRMHS00000092358	chr14	23030522	23031354	hg19	chr14	22561622	22562454	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	PSMB11	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000107747	chr2	225747342	225747583	hg19	chr2	224882625	224882866	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000085765	chr11	43773446	43773547	hg19	chr11	43751896	43751997	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000086776	chr11	84430887	84431242	hg19	chr11	84719844	84720199	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	DLG2	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000087381	chr12	111836487	111836654	hg19	chr12	111398683	111398850	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	ALDH2	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000112723	chr21	34577322	34577588	hg19	chr21	33205017	33205283	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	IFNAR1	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000097652	chr16	71876202	71876421	hg19	chr16	71842299	71842518	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	ZNF821	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000125128	chr5	94049532	94049756	hg19	chr5	94713827	94714051	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	KIAA0825	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000134215	chr8	142735764	142735929	hg19	chr8	141725586	141725751	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000094879	chr15	52135746	52136104	hg19	chr15	51843549	51843907	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	DMXL2	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000107743	chr2	225711035	225711198	hg19	chr2	224846318	224846481	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000134264	chr8	144094701	144094997	hg19	chr8	143013284	143013580	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	LY6K	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000114571	chr3	101547647	101547882	hg19	chr3	101828803	101829038	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	ZBTB11	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000101140	chr17	80056613	80056910	hg19	chr17	82098737	82099034	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	MCRIP1	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000115494	chr3	133686653	133686998	hg19	chr3	133967809	133968154	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	SLCO2A1	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000130503	chr7	142942725	142943016	hg19	chr7	143245632	143245923	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	TAS2R41	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000090418	chr13	102784457	102784806	hg19	chr13	102132107	102132456	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	FGF14	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000126465	chr6	140383051	140383491	hg19	chr6	140061914	140062354	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000092617	chr14	36607082	36607486	hg19	chr14	36137876	36138280	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	NKX2-1	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000120620	chr4	40564357	40564512	hg19	chr4	40562340	40562495	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	RBM47	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000126944	chr6	154830409	154830718	hg19	chr6	154509275	154509584	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	CNKSR3	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000110564	chr20	17876981	17877249	hg19	chr20	17896337	17896605	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000095961	chr15	88553503	88553782	hg19	chr15	88010272	88010551	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	NTRK3	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000112937	chr21	39678794	39679150	hg19	chr21	38306872	38307228	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000093213	chr14	65710565	65711133	hg19	chr14	65243847	65244415	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000087704	chr12	12162075	12162513	hg19	chr12	12009141	12009579	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	BCL2L14	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000127762	chr6	25525007	25525226	hg19	chr6	25524779	25524998	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000081747	chr10	135342737	135342867	hg19	chr10	133529233	133529363	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	ECHS1	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000088495	chr12	29312653	29312987	hg19	chr12	29159720	29160054	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000116063	chr3	158827452	158827795	hg19	chr3	159109663	159110006	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000092766	chr14	50562564	50562863	hg19	chr14	50095846	50096145	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	VCPKMT	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000094630	chr15	41138213	41138409	hg19	chr15	40846015	40846211	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	RHOV	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000085774	chr11	4413870	4414271	hg19	chr11	4392640	4393041	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	OR52K2	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000132898	chr8	103118991	103119275	hg19	chr8	102106763	102107047	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	NCALD	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000109898	chr2	74258403	74258434	hg19	chr2	74031276	74031307	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000105285	chr2	113634636	113634920	hg19	chr2	112877059	112877343	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	IL36B	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000129806	chr7	111724432	111725068	hg19	chr7	112084377	112085013	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	DOCK4	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000077128	chr1	203258547	203259334	hg19	chr1	203289419	203290206	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	BTG2	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000094007	chr14	95065322	95065753	hg19	chr14	94598985	94599416	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	SERPINA3	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000118725	chr4	103365427	103365811	hg19	chr4	102444270	102444654	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000113789	chr22	30675496	30675796	hg19	chr22	30279507	30279807	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	OSM	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000079812	chr1	61549054	61549253	hg19	chr1	61083382	61083581	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000121739	chr5	108391550	108391948	hg19	chr5	109055849	109056247	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000104935	chr2	101201288	101201649	hg19	chr2	100584826	100585187	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	NMS	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000103887	chr19	40049753	40049944	hg19	chr19	39559113	39559304	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	MED29	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000128489	chr6	43242978	43243220	hg19	chr6	43275240	43275482	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	GNMT	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000095628	chr15	75365607	75365911	hg19	chr15	75073266	75073570	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	MAN2C1	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000079220	chr1	39791626	39791706	hg19	chr1	39325954	39326034	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	-	-	-	-	-	-	-	-	-	-	-	-
CRMHS00000075402	chr1	12245348	12245387	hg19	chr1	12185291	12185330	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	TNFRSF8	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000119841	chr4	170547481	170547627	hg19	chr4	169626330	169626476	hg38	0.95	1	-	-	24670763	-	CAGE	-	FANTOM5	CLCN3	24670763	expression correlation	-	-	-	-	-	-	-	-	-
CRMHS00000138465	chr9	90115567	90115708	hg19	chr9	8750065
# [muestra truncada por longitud]
