# Base de datos: DiseaseEnhancer
# Descripción: Enhancers asociados a enfermedades
# Fuente: http://biocc.hrbmu.edu.cn/DiseaseEnhancer/
# Dimensiones totales: 4059 filas, 30 columnas
# Filas en esta muestra: 200
# Estrategia: C_stratified (estratificado por columna categórica)

# MUESTRA DE DATOS (formato TSV):

crm_ID	orig_chr	orig_start	orig_end	orig_assembly	current_chr	current_start	current_end	current_assembly	minimum_ratio	score	original_ID	crossref	enh_PMID	biosample_name	enh_method	type	source	hgnc_symbol_target_genes	enh2gene_PMID	enh2gene_method	hgnc_symbol_TFs	TFs2enh_PMID	TFs2enh_method	disease	disease_PMID	disease_method	refseq_ID	mutation_PMID	mutation_method
CRMHS00027685823	chr1	155187002	155196600	hg19	chr1	155217211	155226809	hg38	0.95	1	DE_01025	-	29093029	-	-	-	DiseaseEnhancer	ASH1L	29093029	-	-	-	-	DOID:784	29093029	-	rs2049805	29093029	-
CRMHS00000005891	chr19	10515339	10521200	hg19	chr19	10404663	10410524	hg38	0.95	1	DE_00649	-	22396755	-	-	-	DiseaseEnhancer	ICAM3	22396755	-	-	-	-	DOID:2377	22396755	-	rs8112449	22396755	-
CRMHS00027685845	chr12	112006202	112009400	hg19	chr12	111568398	111571596	hg38	0.95	1	DE_01044	-	29093029	-	-	-	DiseaseEnhancer	ACAD10	29093029	-	-	-	-	DOID:784	29093029	-	rs653178	29093029	-
CRMHS00027685543	chr11	2158202	2159200	hg19	chr11	2136972	2137970	hg38	0.95	1	DE_00967	-	27869826	-	-	-	DiseaseEnhancer	KCNQ1	27869826	-	-	-	-	DOID:3571	27869826	-	-	-	-
CRMHS00027685644	chr14	38183293	38185294	hg19	chr14	37714088	37716089	hg38	0.95	1	DE_00179	-	27723759	-	-	-	DiseaseEnhancer	FOXA1	27723759	-	-	-	-	mesh:D001943	27723759	-	-	-	-
CRMHS00027685850	chr7	151356402	151421000	hg19	chr7	151659316	151723914	hg38	0.95	1	DE_01047	-	29093029	-	-	-	DiseaseEnhancer	RHEB	29093029	-	-	-	-	DOID:784	29093029	-	rs7805747	29093029	-
CRMHS00000006028	chr6	117209052	117211052	hg19	chr6	116887889	116889889	hg38	0.95	1	DE_00547	-	26398868	-	-	-	DiseaseEnhancer	RFX6	26398868	-	-	-	-	OMIM:176807	26398868	-	rs339331	26398868	-
CRMHS00027685824	chr5	176815002	176818400	hg19	chr5	177388001	177391399	hg38	0.95	1	DE_01042	-	29093029	-	-	-	DiseaseEnhancer	PRR7	29093029	-	-	-	-	DOID:784	29093029	-	rs6420094	29093029	-
CRMHS00027685701	chr11	69323989	69325990	hg19	chr11	69509221	69511222	hg38	0.95	1	DE_00115	-	27723759	-	-	-	DiseaseEnhancer	CCND1	27723759	-	-	-	-	DOID:1612	27723759	-	-	-	-
CRMHS00027685802	chr1	2473421	2482159	hg19	chr1	2541982	2550720	hg38	0.95	1	DE_00721	-	27723759	-	-	-	DiseaseEnhancer	PEX10	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00000006133	chr9	100548402	100549800	hg19	chr9	97786120	97787518	hg38	0.95	1	DE_00641	-	25652407	-	-	-	DiseaseEnhancer	FOXE1	25652407	-	-	-	-	mesh:D000077273	25652407	-	rs7850258	25652407	-
CRMHS00027685539	chr10	90986602	91006000	hg19	chr10	89226845	89246243	hg38	0.95	1	DE_00814	-	27869826	-	-	-	DiseaseEnhancer	LIPA	27869826	-	-	-	-	DOID:3571	27869826	-	-	-	-
CRMHS00000006026	chr5	56029202	56034400	hg19	chr5	56733375	56738573	hg38	0.95	1	DE_00564	-	23374354	-	-	-	DiseaseEnhancer	SETD9	23374354	-	-	-	-	DOID:1612	23374354	-	rs4700485	23374354	-
CRMHS00027685829	chr20	23608802	23618600	hg19	chr20	23628165	23637963	hg38	0.95	1	DE_01051	-	29093029	-	-	-	DiseaseEnhancer	CST5	29093029	-	-	-	-	DOID:784	29093029	-	rs911119	29093029	-
CRMHS00027685823	chr1	155187002	155196600	hg19	chr1	155217211	155226809	hg38	0.95	1	DE_01025	-	29093029	-	-	-	DiseaseEnhancer	FDPS	29093029	-	-	-	-	DOID:784	29093029	-	rs2049805	29093029	-
CRMHS00027685763	chr6	151956875	151958876	hg19	chr6	151635740	151637741	hg38	0.95	1	DE_00338	-	27723759	-	-	-	DiseaseEnhancer	ESR1	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00027685614	chr11	69314935	69316936	hg19	chr11	69500167	69502168	hg38	0.95	1	DE_00112	-	27723759	-	-	-	DiseaseEnhancer	CCND1	27723759	-	-	-	-	mesh:D001943	27723759	-	-	-	-
CRMHS00027685828	chr1	150947602	150955600	hg19	chr1	150975126	150983124	hg38	0.95	1	DE_01029	-	29093029	-	-	-	DiseaseEnhancer	GOLPH3L	29093029	-	-	-	-	DOID:784	29093029	-	rs267734	29093029	-
CRMHS00000006125	chr9	22101602	22110600	hg19	chr9	22101603	22110601	hg38	0.95	1	DE_00417	-	26487755	-	-	-	DiseaseEnhancer	CDKN2A	26487755	-	-	-	-	mesh:D003324	26487755	-	rs6475609	26487755	-
CRMHS00027685623	chr16	30669505	30669790	hg19	chr16	30658184	30658469	hg38	0.95	1	DE_00703	-	27723759	-	-	-	DiseaseEnhancer	SRCAP	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00000005792	chr10	6074002	6104800	hg19	chr10	6032039	6062837	hg38	0.95	1	DE_00543	-	28854172	-	-	-	DiseaseEnhancer	PFKFB3	28854172	-	-	-	-	OMIM:180300	28854172	-	rs61839660	28854172	-
CRMHS00000005784	chr10	23507437	23509437	hg19	chr10	23218508	23220508	hg38	0.95	1	DE_00035	-	26382709	-	-	-	DiseaseEnhancer	PTF1A	26382709	-	-	-	-	OMIM:260370	26382709	-	-	-	-
CRMHS00000006031	chr6	138190202	138205800	hg19	chr6	137869065	137884663	hg38	0.95	1	DE_00504	-	24039598	-	-	-	DiseaseEnhancer	TNFAIP3	24039598	-	-	-	-	OMIM:152700	24039598	-	rs2230926	24039598	-
CRMHS00027685671	chr11	69052154	69054155	hg19	chr11	69284687	69286688	hg38	0.95	1	DE_00097	-	27723759	-	-	-	DiseaseEnhancer	CCND1	27723759	-	-	-	-	mesh:D001943	27723759	-	-	-	-
CRMHS00027685514	chr5	1725202	1726000	hg19	chr5	1725087	1725885	hg38	0.95	1	DE_00905	-	27869826	-	-	-	DiseaseEnhancer	TERT	27869826	-	-	-	-	DOID:3910	27869826	-	-	-	-
CRMHS00027685782	chr17	57231982	57233983	hg19	chr17	59154621	59156622	hg38	0.95	1	DE_00211	-	27723759	-	-	-	DiseaseEnhancer	RAD51C	27723759	-	-	-	-	mesh:D001943	27723759	-	-	-	-
CRMHS00000005864	chr16	68807602	68838400	hg19	chr16	68773699	68804497	hg38	0.95	1	DE_00193	-	27723759	-	-	-	DiseaseEnhancer	CDH1	27723759	-	-	-	-	mesh:D001943	27723759	-	-	-	-
CRMHS00027685624	chr16	30934300	30936300	hg19	chr16	30922979	30924979	hg38	0.95	1	DE_00706	-	27723759	-	-	-	DiseaseEnhancer	CFAP119	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00027685743	chr12	11836402	11997800	hg19	chr12	11683468	11844866	hg38	0.95	1	DE_00137	-	27723759	-	-	-	DiseaseEnhancer	ETV6	27723759	-	-	-	-	DOID:1612	27723759	-	-	-	-
CRMHS00000005800	chr11	2845202	2852800	hg19	chr11	2823972	2831570	hg38	0.95	1	DE_00482	-	21035756	-	-	-	DiseaseEnhancer	KCNQ1	21035756	-	-	-	-	OMIM:125853	21035756	-	rs163184	21035756	-
CRMHS00027685618	chr11	69255011	69257012	hg19	chr11	69440243	69442244	hg38	0.95	1	DE_00104	-	27723759	-	-	-	DiseaseEnhancer	CCND1	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00027685832	chr15	45640225	45642225	hg19	chr15	45348027	45350027	hg38	0.95	1	DE_01028	-	29093029	-	-	-	DiseaseEnhancer	SLC30A4	29093029	-	-	-	-	mesh:D051436	29093029	-	rs2453533	29093029	-
CRMHS00000006099	chr8	128398602	128417000	hg19	chr8	127386357	127404755	hg38	0.95	1	DE_00377	-	22499810	-	-	-	DiseaseEnhancer	MYC	22499810	-	-	-	-	OMIM:176807	22499810	-	rs6983267	22499810	-
CRMHS00000005779	chr10	12304602	12308600	hg19	chr10	12262603	12266601	hg38	0.95	1	DE_00434	-	21035756	-	-	-	DiseaseEnhancer	CDC123	21035756	-	-	-	-	DOID:9352	21035756	-	rs11257655	21035756	-
CRMHS00000006130	chr9	6364683	6366683	hg19	chr9	6364683	6366683	hg38	0.95	1	DE_00620	-	22499810	-	-	-	DiseaseEnhancer	TPD52L3	22499810	-	-	-	-	DOID:9256	22499810	-	rs719725	22499810	-
CRMHS00027685801	chr22	50627110	50632030	hg19	chr22	50188681	50193601	hg38	0.95	1	DE_00743	-	27723759	-	-	-	DiseaseEnhancer	TRABD	27723759	-	-	-	-	DOID:1612	27723759	-	-	-	-
CRMHS00027685567	chr8	145911793	145913793	hg19	chr8	144686408	144688408	hg38	0.95	1	DE_00719	-	27723759	-	-	-	DiseaseEnhancer	RPL8	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00000005793	chr10	6107202	6117600	hg19	chr10	6065239	6075637	hg38	0.95	1	DE_00612	-	22396755	-	-	-	DiseaseEnhancer	PFKFB3	22396755	-	-	-	-	DOID:7148	22396755	-	rs7090512	22396755	-
CRMHS00027685849	chr2	73865402	73870200	hg19	chr2	73638275	73643073	hg38	0.95	1	DE_01019	-	29093029	-	-	-	DiseaseEnhancer	ALMS1	29093029	-	-	-	-	mesh:D051436	29093029	-	rs13538	29093029	-
CRMHS00027685836	chr11	64460802	64466200	hg19	chr11	64693330	64698728	hg38	0.95	1	DE_01036	-	29093029	-	-	-	DiseaseEnhancer	TRMT112	29093029	-	-	-	-	DOID:784	29093029	-	rs504915	29093029	-
CRMHS00027685970	chr3	123036602	123074000	hg19	chr3	123317755	123355153	hg38	0.95	1	DE_01010	-	28684635	-	-	-	DiseaseEnhancer	ADCY5	28684635	-	-	-	-	mesh:D003924	28684635	-	rs11708067	28684635	-
CRMHS00027685534	chrX	105549002	105550400	hg19	chrX	106305786	106307184	hg38	0.95	1	DE_00931	-	27869826	-	-	-	DiseaseEnhancer	TSC22D3	27869826	-	-	-	-	DOID:0050939	27869826	-	-	-	-
CRMHS00000005792	chr10	6074002	6104800	hg19	chr10	6032039	6062837	hg38	0.95	1	DE_00545	-	24196873	-	-	-	DiseaseEnhancer	PFKFB3	24196873	-	-	-	-	mesh:D003424	24196873	-	rs3118470	24196873	-
CRMHS00000006126	chr9	22110602	22120000	hg19	chr9	22110603	22120001	hg38	0.95	1	DE_00466	-	26487755	-	-	-	DiseaseEnhancer	CDKN2A	26487755	-	-	-	-	DOID:3393	26487755	-	rs1537376	26487755	-
CRMHS00000005950	chr3	128197802	128206200	hg19	chr3	128478959	128487357	hg38	0.95	1	DE_00268	-	23502222	-	-	-	DiseaseEnhancer	GATA2	23502222	-	-	-	-	mesh:D000077428	23502222	-	-	-	-
CRMHS00000005760	chr1	209987802	209994800	hg19	chr1	209814457	209821455	hg38	0.95	1	DE_00596	-	25910213	-	-	-	DiseaseEnhancer	IRF6	25910213	-	-	-	-	DOID:0050567	25910213	-	-	-	-
CRMHS00027685822	chr2	27730802	27731200	hg19	chr2	27507935	27508333	hg38	0.95	1	DE_01016	-	29093029	-	-	-	DiseaseEnhancer	FNDC4	29093029	-	-	-	-	mesh:D051436	29093029	-	rs1260326	29093029	-
CRMHS00027685636	chr17	81140430	81154155	hg19	chr17	83192661	83206386	hg38	0.95	1	DE_00710	-	27723759	-	-	-	DiseaseEnhancer	METRNL	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00027685527	chrX	1732892	1734892	hg19	chrX	1613999	1615999	hg38	0.95	1	DE_00396	-	25910213	-	-	-	DiseaseEnhancer	ASMT	25910213	-	-	-	-	mesh:D000067877	25910213	-	-	-	-
CRMHS00027685783	chr20	46778394	46780394	hg19	chr20	48149651	48151651	hg38	0.95	1	DE_00749	-	27723759	-	-	-	DiseaseEnhancer	SULF2	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00000005816	chr12	2339802	2367400	hg19	chr12	2230636	2258234	hg38	0.95	1	DE_00571	-	25453756	-	-	-	DiseaseEnhancer	CACNA1C	25453756	-	-	-	-	DOID:3312	25453756	-	rs758170	25453756	-
CRMHS00027685714	chr20	46829594	46831594	hg19	chr20	48200851	48202851	hg38	0.95	1	DE_00679	-	27723759	-	-	-	DiseaseEnhancer	SULF2	27723759	-	-	-	-	OMIM:114480	27723759	-	-	-	-
CRMHS00000006098	chr8	128334673	128336673	hg19	chr8	127322428	127324428	hg38	0.95	1	DE_00595	-	19767752	-	-	-	DiseaseEnhancer	MYC	19767752	-	-	-	-	mesh:D011471	19767752	-	rs620861	19767752	-
CRMHS00000005792	chr10	6074002	6104800	hg19	chr10	6032039	6062837	hg38	0.95	1	DE_00458	-	28234966	-	-	-	
# [muestra truncada por longitud]
